Номера по спискам;Русский;English;中文;Deutsch;Español;Français;Italiano;Polski
93;Каждое успешное попадание увеличивает степень эффекта (макс. ~w~4~/~) и продлевает его длительность на ~w~1~/~ ход.;Each successful attack grants an additional stack of the effect (up to ~w~4~/~) and prolongs its duration by ~w~1~/~ turn.;每当攻击成功，就会堆叠一层这个效果（最多~w~4~/~层），还会令其持续时间延长~w~1~/~个回合。;Jeder erfolgreiche Angriff gewährt eine zusätzliche Stapelung des Effekts (bis zu ~w~4~/~) und verlängert seine Dauer um ~w~1~/~ Runde.;;;;Każdy udany atak daje dodatkowy punkt do efektu (do ~w~4~/~) oraz wydłuża działanie o ~w~1~/~ turę.
94;None;None;None;None;;;;None
95;None;None;None;None;;;;None
96;~r~Невозможность использования способностей~/~.;~r~Can't use abilities~/~.;~r~不能发动能力~/~。;~r~Kann Fertigkeiten nicht verwenden~/~.;;;;~r~Brak możliwości używania zdolności~/~.
97;Каждое полученное попадание увеличивает степень эффекта (макс. ~w~4~/~) и продлевает его длительность на ~w~1~/~ ход.;Each received attack grants an additional stack of the effect (up to ~w~4~/~) and prolongs its duration by ~w~1~/~ turn.;每遭到一次攻击，就会堆叠一层这个效果（最多~w~4~/~层），还会令其持续时间延长~w~1~/~个回合。;Jeder erhaltene Angriff gewährt eine zusätzliche Stapelung des Effekts (bis zu ~w~4~/~) und verlängert seine Dauer um ~w~1~/~ Runde.;;;;Każdy udany atak daje dodatkowy punkt do efektu (do ~w~4~/~) oraz wydłuża działanie o ~w~1~/~ turę.
98;Каждое успешное попадание увеличивает степень эффекта (макс. ~w~4~/~) и продлевает его длительность на ~w~1~/~ ход.;Each successful attack grants an additional stack of the effect (up to ~w~4~/~) and prolongs its duration by ~w~1~/~ turn.;每当攻击成功，就会堆叠一层这个效果（最多~w~4~/~层），还会令其持续时间延长~w~1~/~个回合。;Jeder erfolgreiche Angriff gewährt eine zusätzliche Stapelung des Effekts (bis zu ~w~4~/~) und verlängert seine Dauer um ~w~1~/~ Runde.;;;;Każdy udany atak daje dodatkowy punkt do efektu (do ~w~4~/~) oraz wydłuża działanie o ~w~1~/~ turę.
99;Каждое успешное попадание увеличивает степень эффекта (макс. ~w~4~/~) и продлевает его длительность на ~w~1~/~ ход.;Each successful attack grants an additional stack of the effect (up to ~w~4~/~)and prolongs its duration.;每当攻击成功，就会堆叠一层这个效果（最多~w~4~/~层），还会令其持续时间延长。;Jeder erfolgreiche Angriff gewährt eine zusätzliche Stapelung des Effekts (bis zu ~w~4~/~) und verlängert seine Dauer um ~w~1~/~ Runde.;;;;Każdy udany atak daje dodatkowy punkt do efektu (do ~w~4~/~) oraz wydłuża działanie o ~w~1~/~ turę.
100;Каждое убийство увеличивает степень эффекта (макс. ~w~4~/~) и продлевает его длительность на ~w~2~/~ хода.;Each kill grants an additional stack of the effect (up to ~w~4~/~) and prolongs its duration by ~w~2~/~ turns.;每击杀一个敌人，就会堆叠一层这个效果（最多~w~4~/~层），还会令其持续时间延长~w~2~/~个回合。;Jede Tötung gewährt eine zusätzliche Stapelung des Effekts (bis zu ~w~4~/~) und verlängert seine Dauer um ~w~2~/~ Runden.;;;;Każde zabicie daje dodatkowy punkt do efektu (do ~w~4~/~) oraz wydłuża działanie o ~w~2~/~ tury.
101;None;None;None;None;;;;None
102;None;None;None;None;;;;None
103;None;None;None;None;;;;None
104;None;None;None;None;;;;None
105;None;None;None;None;;;;None
106;None;None;None;None;;;;None
107;None;None;None;None;;;;None
108;Каждое успешное попадание увеличивает степень эффекта (макс. ~w~4~/~) и продлевает его длительность на ~w~1~/~ ход.;Each successful attack grants an additional stack of the effect (up to ~w~4~/~) and prolongs its duration by ~w~1~/~ turn.;每当攻击成功，就会堆叠一层这个效果（最多~w~4~/~层），还会令其持续时间延长~w~1~/~个回合。;Jeder erfolgreiche Angriff gewährt eine zusätzliche Stapelung des Effekts (bis zu ~w~4~/~) und verlängert seine Dauer um ~w~1~/~ Runde.;;;;Każdy udany atak daje dodatkowy punkt do efektu (do ~w~4~/~) oraz wydłuża działanie o ~w~1~/~ turę.
109;None;None;None;None;;;;None
110;Каждый успешный выстрел увеличивает степень эффекта (макс. ~w~4~/~) и продлевает его длительность на ~w~2~/~ хода.;Each successful shot grants an additional stack of the effect (up to ~w~4~/~) and prolongs its duration by ~w~2~/~ turns.;每当射中，就会堆叠一层这个效果（最多~w~4~/~层），还会令其持续时间延长~w~2~/~个回合。;Jeder erfolgreiche Schuss gewährt eine zusätzliche Stapelung des Effekts (bis zu ~w~4~/~) und verlängert seine Dauer um ~w~2~/~ Runde.;;;;Każdy celny strzał daje dodatkowy punkt do efektu (do ~w~4~/~) oraz wydłuża działanie o ~w~2~/~ tury.
111;Каждое успешное попадание увеличивает степень эффекта (макс. ~w~4~/~) и продлевает его длительность на ~w~1~/~ ход.;Each successful attack grants an additional stack of the effect (up to ~w~4~/~) and prolongs its duration.;每当攻击成功，就会堆叠一层这个效果（最多~w~4~/~层），还会令其持续时间延长。;Jeder erfolgreiche Angriff gewährt eine zusätzliche Stapelung des Effekts (bis zu ~w~4~/~) und verlängert seine Dauer.;;;;Każdy udany atak daje dodatkowy punkt do efektu (do ~w~4~/~) oraz wydłuża działanie.
112;None;None;None;None;;;;None
113;Использование способностей открывает ~r~кровотечение~/~.;Using abilities causes ~r~Bleeding~/~.;发动能力会导致~r~出血~/~。;Der Einsatz von Fertigkeiten führt zu ~r~Bluten~/~.;;;;Używanie zdolności powoduje ~r~Krwawienie~/~.
114;Восполняет ~lg~6%~/~ запаса здоровья и ~bl~12%~/~ запаса энергии каждый ход.;Replenishes ~lg~6%~/~ Max Health and ~bl~12%~/~ Max Energy per turn.;每个回合恢复生命上限~lg~6%~/~的生命和精力上限~bl~12%~/~的精力。;Füllt ~lg~6%~/~ max. Gesundheit und ~bl~12%~/~ max. Energie pro Runde auf.;;;;Odnawia ~lg~6%~/~ Maksymalnego Zdrowia i ~bl~/~ Maksymalnej Energi na turę.
115;Каждое успешное попадание увеличивает степень эффекта (макс. ~w~4~/~) и продлевает его длительность на ~w~1~/~ ход.;Each successful attack grants an additional stack of the effect (up to ~w~4~/~) and prolongs its duration by ~w~1~/~ turn.;每当攻击成功，就会堆叠一层这个效果（最多~w~4~/~层），还会令其持续时间延长~w~1~/~个回合。;Jeder erfolgreiche Angriff gewährt eine zusätzliche Stapelung des Effekts (bis zu ~w~4~/~) und verlängert seine Dauer um ~w~1~/~ Runde.;;;;Każdy udany atak daje dodatkowy punkt do efektu (do ~w~4~/~) oraz wydłuża działanie o ~w~1~/~ turę.
116;Каждый раз, когда заклинатель ~r~теряет~/~ здоровье, аналогичное количество здоровья ~lg~восстанавливается~/~ всем союзникам в его зоне видимости, а их активные перезарядки снижаются на ~w~1~/~ ход.;Each time the caster takes ~r~Damage~/~, the same amount of health is ~lg~replenished~/~ for their allies within the caster's Vision and their active Cooldowns are reduced by ~w~1~/~ turn.;每当施法者受到~r~伤害~/~，施法者视野内的战友便~lg~恢复~/~等量的生命，而且战友当前正在冷却的能力冷却时长会缩短~w~1~/~个回合。;Jedes Mal, wenn der Zaubernde ~r~Schaden~/~ nimmt, wird die gleiche Menge an Gesundheit für seine Verbündeten innerhalb des Sichtfeldes des Zaubernden ~lg~aufgefüllt~/~ und ihre aktiven Abklingzeiten werden um ~w~1~/~ Runde reduziert.;;;;Za każdym razem, gdy rzucający otrzyma ~r~Obrażenia~/~, ta sama ilość w Zdrowiu jest ~lg~odnowiona~/~ jego sojusznikom w zasięgu wzroku rzucającego. Ich aktywne Czasy Odnowień są zmniejszone o ~w~1~/~ turę.
;buff_desc_end;buff_desc_end;buff_desc_end;buff_desc_end;;;;buff_desc_end
